Company_ID,Sector,Country,R&D_Spend,Marketing_Spend,Admin_Cost,Employee_Count,Revenue_Last_Year,Years_Active,Profit_Margin,Revenue_Growth
227,Health,India,,50326.491286689816,67035.23605416364,281,330332.24949808995,17,,0.47068259163378906
228,Tech,UK,34930.91773613588,44882.30055508707,42794.91721113554,155,398417.774052063,17,0.21932250703226328,0.5053040841965969
229,Tech,Japan,41870.975011112554,87406.72205556023,27601.520583672605,39,252242.0570623141,11,0.13970311534639057,0.4894509559554781
230,Energy,Japan,84103.11415503558,184667.79754912909,62090.16427804306,54,108775.65060244495,2,0.011836446666896289,0.5965332136272895
231,Finance,UK,41556.809932296914,35084.15661266019,41784.44209087995,284,267022.3403980424,6,0.17473442485750254,0.3870019760825888
232,Retail,USA,66717.94890916547,21549.722367118633,59487.50718995322,43,373077.8985613925,14,0.2947167519236214,0.4722110614060182
233,Health,USA,61254.091118751756,46491.778569622205,26358.754187457973,150,343010.3922359904,3,0.13292712855862004,0.5264267169731812
234,Energy,India,43226.10292785195,230458.3895568129,60711.16805959171,230,334254.89982484607,12,0.13755079572176038,0.8085069062627287
235,Health,USA,174900.41690192604,30266.45429519752,35465.93684863063,31,277600.5358500416,4,0.0889156528920243,0.6327504150629283
236,Tech,India,82204.02215383259,131067.80756494579,58769.1694287983,189,197677.5411024171,12,0.18369477985253868,0.6073816295077331
237,Retail,Germany,21751.297864578955,134137.4753469359,,240,341223.5457299574,13,0.10303115748537711,0.6028043024701655
238,Health,UK,,35166.42443053541,38552.72696724026,47,233257.45519723004,2,0.22150513283680162,0.426053963480476
239,Energy,Japan,43006.509529095456,68967.44409404944,45115.56424487863,79,474727.7386704365,2,0.1039693617460391,0.6441664368884416
240,Retail,India,91694.40730993425,130227.47055625403,58235.82148348041,125,345640.57666836126,15,0.17392540276832746,0.723733660916285
241,Finance,USA,40285.2078941937,,51270.73343738281,248,253548.13579568392,17,0.14675590277583078,0.3769313411757091
242,Energy,India,56535.937634938746,43384.25142912951,57012.95576566981,157,251089.18020890973,7,0.25885781335165103,0.4333970191179446
243,Health,India,77071.86979623212,34578.6407696826,73717.28701418583,18,292564.46347091295,14,0.17866355703386338,0.4712750643254023
244,Retail,USA,92307.21598169372,26666.035650035956,31229.100659467385,297,280839.84623826004,12,0.24709051233874446,0.4526799620179168
245,Energy,USA,32854.756122844534,33204.260432792464,69406.55089962349,59,389346.70204239635,17,0.15760364505440166,0.45030291480184537
246,Retail,UK,50652.779363451016,23520.6923903068,51252.27125027856,14,314913.2935795237,14,0.1380481789640003,0.4079394082726664
247,Retail,Japan,47217.8531338978,,,135,241469.46088731775,6,0.14732664613253424,0.40400359352306564
248,Retail,UK,43188.75259399923,30884.69588415456,,84,451235.2548124626,19,0.09600135590359651,0.5607904701931075
249,Health,UK,144744.74924633015,56402.65704336566,47730.5553106756,174,303944.6665216178,6,0.18721681485927102,0.6402933501686656
250,Energy,USA,73312.82624755662,19273.042026340525,61059.80134309351,287,361507.17407751177,18,0.10167491614375593,0.47871971199974384
251,Tech,USA,31874.38610526123,59786.0801438575,48469.41055546959,299,251341.87940441928,5,0.15787241290624945,0.4102333637752944
252,Tech,Japan,94743.73255000856,,68133.85916296818,86,329049.25021956186,6,0.20986413765247383,0.6368442939829742
253,Health,India,173005.4020139058,14820.3811101967,32585.891719381292,146,324888.7992914556,2,0.2608484236843857,0.604406839662922
254,Health,UK,100331.26400101102,61355.122433895565,49854.932625847345,115,148828.05663230777,8,0.1614002058705493,0.44733788137263986
255,Retail,Japan,28009.948147063184,102395.84304337323,34971.27866704257,104,461222.0088368512,15,0.21028449392462228,0.6517167072669358
256,Energy,UK,46999.063904432114,23723.357463772987,54363.58259149962,144,403251.5568738038,15,0.201932142526657,0.48807817914227425
257,Energy,India,112809.47069608384,133725.36115201944,60642.6486811676,77,268224.374708321,11,0.12323360364253169,0.7013296614592032
258,Finance,UK,42031.10705079585,63032.85678051775,44950.858475827365,156,211818.42076353158,1,0.29754624180969247,0.4067432758085803
259,Finance,Germany,74750.39040682802,32112.250972600505,18749.43372047439,168,327804.92910428415,18,,0.5032753890759877
260,Tech,Japan,88196.0121024428,47407.6341819424,52387.37776155793,172,306935.81595315173,12,0.15636962383046957,0.5379650160683914
261,Finance,USA,37666.815645580886,68527.89362118188,55240.862620802116,198,328453.5158850583,12,0.25178838273788995,0.487939666724791
262,Finance,UK,58118.38453548884,51308.06518314612,54851.53705954037,104,315326.1916955272,11,0.25006207699591765,0.48205037021092967
263,Tech,Japan,11841.50876700787,67727.90739605098,64829.386301865845,190,340499.2791444741,8,0.1510024278624963,0.4618700305937871
264,Tech,Japan,35875.36686934557,28214.627952384948,37147.355844211415,297,415784.4559513445,7,0.21932917234884397,0.5206403862920681
265,Finance,UK,52770.93920373651,54264.0104076046,58162.59326540539,196,345448.2564102917,2,0.1343219364489511,0.5591128453443641
266,Energy,USA,32083.860965274172,20989.367980514002,,147,216027.5600872047,11,0.11579247767906592,0.3036541479759648
267,Finance,USA,135429.38668176898,45856.13906141439,28656.9489919218,139,409005.0282169962,10,,0.6687184758079415
268,Retail,UK,29287.887423576318,28499.887392857425,,203,431249.165079063,3,0.20067169558354964,0.5127772346082763
269,Retail,Japan,,31529.599001078746,43949.842027907944,282,552164.5387609669,10,0.2080454651887919,0.6127201906081522
270,Retail,USA,,102914.71403389961,49021.72792278025,153,210120.47734083218,18,0.11024774931110368,0.5371023185689418
271,Health,UK,123085.76213702491,94351.84187715143,54172.11780246004,25,319430.561052022,14,0.16876700237896644,0.6784593905402135
272,Retail,UK,29204.23244240365,70649.25707900096,44153.25723063737,254,133432.10374488102,18,0.33556918995103535,0.306975751758513
273,Energy,UK,107106.81388036553,25453.596828237092,41891.50305006066,116,344251.93251033674,8,,0.5109602888778579
274,Health,Japan,60181.27464550273,40544.48033013727,50409.829009856294,97,256143.97614665818,10,0.08689612401947969,0.41951897220083934
275,Health,USA,36652.82095501805,101504.52116682977,36953.04873364637,138,453875.66358599626,13,0.22010935958343714,0.6955477757308005
276,Retail,Japan,75436.89343150982,53371.39184669103,36970.098453377774,13,238030.80239851345,8,0.08721967531245232,0.44247207379167797
277,Finance,Germany,66140.05696316247,197125.86729743803,58152.47939547804,104,164865.35696261906,4,0.0,0.6646720935835556
278,Tech,USA,44351.045505158785,62068.30205051391,,218,262298.9007437984,4,0.148571149971371,0.4547247774894567
279,Finance,Japan,,55007.75585916484,57995.750010910546,234,141960.978302629,5,0.25942410217150896,0.3332100534427367
280,Finance,USA,49382.09566599043,40722.25881139463,55551.09551424741,56,360087.9563605848,1,0.2478213572305859,0.4995590918313957
281,Health,Germany,63370.813061837805,53110.21400467598,,190,134793.35629949436,17,0.17640646183648584,0.3282365309197221
282,Health,India,83371.79462991888,44735.29642359077,41869.224171972135,115,302276.6064946527,2,0.11207894107250739,0.5176932541770177
283,Health,UK,132323.9561380414,74971.64137486569,64329.31283656847,208,133775.05441150424,8,0.18405147787388526,0.489273698841249
284,Energy,Japan,32244.16096835317,87031.15091784643,38226.013626323824,115,274376.17563706863,7,,0.47308850099358124
285,Energy,Germany,173948.87050248965,30589.323557052416,44427.14885228735,289,431470.2524643627,15,0.11404410156214823,0.7227340873299652
286,Tech,Germany,22560.505228436745,22054.24165905914,55544.73071902276,269,328851.8313148636,5,,0.40691051640268555
287,Health,USA,55498.28800390165,16289.51252158212,59400.686111391144,117,230920.5116028053,2,0.11317749542025848,0.3580880634524047
288,Retail,USA,80350.90250242561,66489.19924919755,46981.53336746605,28,297503.7208848733,7,0.22890655895332532,0.5456605989569392
289,Health,UK,68905.82070190516,25285.339397310403,42829.8776637003,180,301441.34976355574,8,,0.4495185338466678
290,Energy,USA,43855.27294139799,13470.611212747366,67068.4383403821,204,337810.42766747245,7,0.2940944368376023,0.42061891172680294
291,Health,Japan,53956.79295570932,61892.05898985135,,21,190651.33093753387,7,0.035155589180041635,0.4162010960842638
292,Energy,Japan,,218775.1371841415,61746.29660938155,204,347405.3819077865,14,0.08302614678068024,0.8277792053345057
293,Health,Japan,44592.35102096211,48842.56538111605,51023.81771078029,292,83648.66947177798,18,0.1391242586066774,0.29458265184671245
294,Retail,India,91564.69480845424,81072.12460413542,40300.81134030888,191,249609.23581089516,6,0.011116926776835567,0.5332148755660444
295,Tech,Japan,71575.47332820011,51487.66869310808,40034.66712132122,153,260938.09260387643,4,0.0,0.4909168867340449
296,Retail,USA,42342.44129658483,46196.81836247474,56270.16926318909,191,350666.1460856991,10,0.011721466816257381,0.5020890885141556
297,Energy,USA,93882.56180907915,85088.39104406729,55020.77865066421,39,301810.4682141495,18,0.12955375527822943,0.6460670194647671
298,Finance,Japan,69818.1832918248,41185.24225547302,66819.18311535715,93,187554.95569149707,12,0.13133029930811208,0.3974186930279923
299,Retail,Germany,89898.00774455852,,57805.40111043367,175,221200.54993463878,16,0.17330996368630058,0.4950924349754653
300,Health,Germany,82027.87610386591,59457.59710141608,31963.036378882185,293,315894.40076379257,7,0.13620989627565602,0.513461763209413
301,Tech,Germany,39557.17982074779,32831.566596944074,62623.37141267502,290,293674.6126508355,6,0.17096615251575945,0.42877252789179265
302,Health,UK,45247.80682064959,88896.26523120349,38023.27247222704,105,253670.07122914027,5,0.11848485098931183,0.5221294181239788
303,Health,India,86998.55624044682,44135.69506677501,45392.34473657178,275,261533.29683904164,3,0.2000371030230177,0.5080902878332226
304,Retail,Japan,81241.79680677058,31149.482294064986,53002.40247502033,234,355693.43977274315,12,0.19160170022214654,0.5211257386633104
305,Tech,UK,59251.66755668327,67636.69269655368,73948.00987740757,51,258584.59417046283,15,0.12713151660997365,0.4741806945423423
306,Finance,Germany,63491.65072907247,28593.05716660368,87319.02267206434,255,292952.70047767414,10,0.18731080042706733,0.41499545530342297
307,Health,Japan,113417.66655792076,49856.726167453766,57280.676709634194,217,473594.92704644345,19,0.13665478448359314,0.6787551745716027
308,Tech,UK,44543.17870031039,48753.32123551919,47801.64057535535,246,186105.38904928614,16,0.04343718592248261,0.36269358826981857
309,Finance,USA,78711.8260497748,94045.81531669694,56414.0677817666,31,151852.5814740273,11,0.2133147648967835,0.4426126749432013
310,Health,Germany,54117.00137496498,65174.19841279903,60651.86511048603,194,362687.17318388855,8,0.08652287673810993,0.5363092652735304
311,Tech,UK,53699.523032780875,48290.195376197626,46151.9884933137,251,245708.55509647174,3,0.2125676768599237,0.42548696039395695
312,Retail,USA,103713.58888543716,80070.26010409366,71542.53627094786,292,274540.9977805904,7,0.17268187404819163,0.5866877708150195
313,Health,Germany,90464.08268419687,112884.96038169727,52760.849110296826,50,237507.48974951086,7,,0.5820841615218818
314,Health,India,89927.1177080121,68506.65575324467,55972.91706909673,171,279215.988738599,14,0.018610462318423948,0.5205995128502139
315,Tech,Germany,115005.97972211461,49326.245028788224,57991.091024653535,169,427883.0489677073,2,0.25778218901901107,0.641777649687194
316,Health,India,60506.24856890605,,55059.039327373466,98,364170.27668944956,10,0.1245820297052138,0.47230336905147285
317,Finance,India,84202.21326120495,25872.39378357864,60067.286005635346,21,368977.8809509582,19,0.19441945110089082,0.5658263550813966
318,Health,India,51270.28490436328,40817.45866768495,,82,186701.83553658836,9,0.14202181136404532,0.3791085948425309
319,Energy,Japan,70409.47887858121,34006.014285481506,43300.37895264763,85,207907.70107577046,16,0.13099952651063285,0.394236295827136
320,Finance,Japan,56102.09713042772,43818.75575136275,36798.14920433966,210,72873.70724116586,19,0.16349654868778926,0.2911674382981738
321,Tech,India,62849.48265096943,50715.65682071833,55274.01476744271,19,235249.53431337967,18,0.1518600598409293,0.45422246254619736
322,Finance,USA,80626.1657346959,67360.60649181623,59347.23804214537,235,376536.25491085264,9,0.13131050468769484,0.6204018385329382
323,Energy,India,39770.8558668285,46990.50002643089,55493.27439382263,185,341355.7212598697,16,0.14612798089714932,0.47055766139245514
324,Energy,UK,170449.37961028932,,70093.90920017046,285,282278.93896383006,13,0.1798945259390197,0.645860263264304
325,Health,India,36206.404760514546,50954.31107386144,49932.84777405144,48,298215.97730255575,10,0.18484734237308062,0.4422855277160285
326,Health,Japan,32627.334369019518,,58024.89986711015,69,244889.15659396755,14,0.15303500489207505,0.3449046152356948
327,Retail,Japan,106836.55655166472,27900.468609525597,36899.58948632823,75,316380.7105921427,12,0.19346558928701074,0.5137525170113776
328,Finance,UK,88950.14711341367,44960.85343879567,45354.80357030719,133,361270.26235844917,19,0.12031511368898394,0.5402696248517181
329,Retail,UK,81802.24020017737,23722.59276577038,58346.45309078933,173,170729.0570071622,7,0.3057420466697519,0.32226283158205016
330,Energy,Germany,81975.25846096626,70259.95167363624,60189.22532891773,168,323971.81502698787,15,0.25399120256054464,0.5702396278267479
331,Health,USA,59508.62943726207,122816.97271134294,46472.39662802981,66,374594.78967637336,16,0.20337100963821278,0.6640598764689208
332,Health,USA,38229.88483484555,101850.07021169047,49140.8089777032,87,266791.97688293044,8,0.014089365431406459,0.5157482314544682
333,Health,USA,62187.063768401014,43128.28293399376,31785.515039830287,203,356056.0489696467,10,0.19242133971984873,0.5435066512733728
334,Tech,Japan,42677.15926373229,119902.67872713732,45715.64959032069,294,525172.3555578042,4,0.12643540419965618,0.7728819865711776
335,Energy,USA,97495.3405593253,53594.43271041306,60684.597962237436,24,291652.5765610486,19,0.08149234880134529,0.5217447220136774
336,Health,Germany,55629.63318698,40044.57218438675,56902.46019327879,21,331464.56400042586,19,0.12465327647866262,0.4848802709694216
337,Energy,Germany,39626.422183578674,33926.72740904959,56007.98865657452,110,240955.43330708868,15,0.0892515686249406,0.4084765280807431
338,Health,USA,50986.036452743065,40884.98616088149,50597.28424617152,165,314500.093008164,14,0.1854762165631654,0.45743517643926823
339,Finance,UK,73604.81524768507,38835.64963814911,50084.75790353812,134,336821.7299985843,1,0.26311958437942595,0.46042538009365386
340,Energy,Germany,45167.7097109278,54298.38337749293,42076.14632631864,289,315587.38722161105,16,0.20782201541947473,0.49181977262918597
341,Retail,UK,39691.399352758555,53978.677617284666,58385.941042430415,119,218424.37442329148,10,0.343376766855271,0.3991625550208771
342,Tech,Japan,67632.47903505301,49110.474064003734,55051.675332672676,155,316508.94170603604,19,0.04124712992972167,0.5046792671553303
343,Retail,Germany,67675.75600651078,63714.21052516035,55904.22617591359,225,416975.6750974109,3,0.11457757068716252,0.6081390499647963
344,Energy,UK,46468.42888679916,100146.33695834137,43687.581887989036,171,335890.8611611622,5,0.08398823653603826,0.5725625626781156
345,Health,USA,47310.18349529653,86658.68156226705,24159.884961545067,137,376958.97512574727,9,0.2360557820051901,0.6261493029467539
346,Energy,Japan,67240.0928690115,20111.784563421686,63165.83254104435,159,281039.0423989898,18,0.13456147501150234,0.37914875565537154
347,Tech,India,29026.306812857143,10589.808115845577,44253.95052789915,45,359992.01915389684,11,0.16326613375340776,0.39653347015785956
348,Energy,India,29621.866859030564,85870.18402622212,39646.690831482556,182,322341.42705732206,16,0.19435798723811415,0.5173995065551302
349,Health,USA,41805.27845523757,21587.56602537935,58321.746942967926,31,223927.14162502144,2,0.04816478046242806,0.3520935990815761
350,Retail,Japan,53813.3267263883,42836.283118779145,45295.84832097044,215,325481.68038390996,12,0.10650557257565021,0.5014911135419435
351,Finance,Japan,69944.25053553942,24292.72457671741,62719.23660855946,136,220664.26692477515,6,0.219808616758854,0.3754985622960142
352,Retail,Japan,125201.2984342284,16627.475180039757,,226,249369.57800921664,11,0.11163384696444562,0.47441187746416913
353,Health,Japan,91934.33136037784,67837.98969023534,58202.831878405734,105,315146.2645833899,8,0.030044992165191534,0.5812542243772941
354,Health,India,55272.497718291124,77303.39057650712,33608.53146559359,173,323779.5418704099,12,0.0868415978621026,0.5676056860149705
355,Tech,UK,59307.55002661713,34686.08093132317,64543.327824636806,157,204861.40279382968,2,0.1299612362476314,0.39287721808489706
356,Energy,Japan,36269.60412976881,10356.551822165355,53135.006374806275,27,384318.8616946301,9,0.16167323639225997,0.4218043283047094
357,Energy,UK,59322.469884222286,35321.71928984135,45568.67432904556,204,345760.50226403784,15,0.14504306830346364,0.4949935732459726
358,Retail,Japan,51827.2152155455,62011.95098296111,,160,243621.7251511293,2,0.1070047510639918,0.4543271407596011
359,Finance,Germany,,20184.152761458972,28685.17720522016,132,176993.21628406597,1,0.21575194071939285,0.33518247187851913
360,Finance,Germany,39592.08597776844,54721.718211503954,54903.83373776805,196,288407.6336734855,10,0.14096573444066637,0.4570333070090921
361,Tech,Germany,77627.20752219652,48572.562385535915,37647.541901815144,158,264324.5028911072,2,0.16465809533985465,0.47544929360477683
362,Health,Japan,128845.52130605647,69395.33323355777,33767.956569877584,113,309051.2365642418,12,0.11073308158280976,0.6324577496598834
363,Tech,UK,56705.12795623238,52667.2037486668,31731.689765385305,252,270950.6671075547,8,0.25562581849681487,0.4300325068834759
364,Energy,India,73193.05812171022,27341.43607649487,63352.26049987911,240,139403.4511403992,5,0.12258582263551973,0.30763599280650183
365,Health,USA,84547.77142063374,100503.00444390952,,215,268932.2449359073,1,0.15522850066152824,0.6093285721589594
366,Tech,India,48990.89600709808,44572.94128218708,68404.73251899799,207,275550.47111453494,15,0.22244996094888161,0.40886084593026684
367,Retail,Japan,66973.0943534397,48224.249553471425,43570.38244337243,96,350692.8819819247,6,0.16960295827419714,0.536864630406556
368,Energy,Germany,60252.310573843126,28002.22427950688,29511.70450888464,151,244144.02603111602,12,0.1678562787506237,0.3900696156241622
369,Finance,Germany,62870.85930657625,37572.61160840703,36601.70672061609,208,434293.9738698053,8,0.011844114342237033,0.5874997858591192
370,Tech,UK,40680.13253198533,28828.45996996303,64829.73944008326,55,147068.75594785943,13,0.19764445011857193,0.2993081343381253
371,Energy,Japan,60612.419125756736,44189.05283820694,48129.22186475999,297,404893.39982421,19,,0.5441458708152802
372,Energy,India,76803.01265328609,136902.61164004458,43420.55244211279,24,282054.4823297516,1,0.18790955722207853,0.6601883611663886
373,Finance,Japan,123694.71138350258,21522.61053358245,51920.21871023345,53,368766.7897874845,11,0.16282491338581853,0.5338899636812046
374,Finance,Japan,96725.79638604043,18617.609539905105,,178,306384.11872469867,1,0.11085897100139894,0.4748232463347752
375,Finance,Germany,175710.1829148799,118504.02396557329,63408.78579082953,53,391164.44288203755,8,0.21260150165847164,0.8381019017570126
376,Tech,India,40795.46566506172,43235.00701766155,67381.99075871511,107,269011.0428357751,5,,0.4084979196413646
377,Finance,USA,92610.73275137274,32812.222324411625,45682.77625053097,270,212110.36598577502,17,0.059742945626996294,0.41147047188538494
378,Retail,Germany,65622.30962539995,91486.14439658872,34087.42776701554,118,413640.34298168507,8,0.24159620094423137,0.6447854435788357
379,Energy,India,178957.11347808494,34085.6132751417,45038.41806652069,292,290921.5483294287,10,0.04986643049287695,0.6430986256733582
380,Finance,UK,39968.65725506819,146620.9300650127,53123.36607899464,113,317724.67788993684,2,0.21306504639753798,0.631850370384436
381,Energy,Germany,39345.58616383639,73626.14869514309,38434.89288547267,265,398780.15312358364,9,0.2540852240351145,0.5560334968666708
382,Health,UK,44369.32704109974,36579.862209534804,38514.18902125949,215,217443.58063244523,3,0.07255931948257159,0.3497043586188738
383,Health,Germany,20703.37765838636,178864.699082223,54125.45457859863,52,347639.2718111406,18,0.14140667492834783,0.7072735209235261
384,Finance,Japan,46033.39954912451,34083.580811987886,49416.17178115459,254,252808.41948296872,7,0.13488362277060761,0.3719284263046066
385,Energy,India,40963.37563261007,76516.15876574122,50393.56394493904,296,289426.4515484503,15,0.13803201913733779,0.4888355723730319
386,Health,UK,64550.09662905434,58663.64910058878,40898.055983599166,282,305782.3172307431,18,0.27811668486631447,0.5148213832657309
387,Finance,Germany,71031.44802500385,107049.30199575188,47235.191429530794,92,179982.2510842451,3,0.07336967889580166,0.528028752056985
388,Energy,UK,152983.51043135097,125104.75659022274,38909.20226878035,119,237693.03657436522,14,0.12854030685847012,0.7322653672351692
389,Finance,Germany,96298.87534841291,49971.218538364476,60682.38093349744,199,408085.83139305114,2,0.2552325749175226,0.582695363647168
390,Energy,Germany,44871.053254790386,31193.008987993348,62422.992016685035,297,370895.29508678365,14,0.1273935820162596,0.48401275179782793
391,Health,USA,38207.712202133975,64600.87830710413,27845.745653142872,260,294988.8338138212,11,0.08449541988934525,0.4813423618227287
392,Finance,USA,76569.91972758272,32642.5123671535,38845.86967769108,221,319449.8766810314,16,0.16841102772388236,0.4724518227962827
393,Health,USA,30942.421841679912,164067.35906965614,32041.64893891905,142,276460.5995490834,8,0.2063948379194911,0.6790705146672416
394,Finance,UK,149601.35215144823,53205.720548159705,42199.71278711722,210,408526.67086623854,7,0.12250113208961919,0.7293881306527743
395,Tech,Japan,107982.02535540612,39371.87741403701,48998.74436251567,294,283971.79377646686,11,,0.5142337402195358
396,Health,Germany,47354.265259132,54765.087665751715,32604.25736361764,104,318547.36737078783,3,0.05363694341478055,0.47348010101146704
397,Health,India,25423.58932126004,21844.931950673254,38937.682242496245,287,391682.4115313652,17,0.05752810416069838,0.4782000663271879
398,Retail,USA,117822.69481068577,27365.313969082308,37952.511535022015,228,237810.28121232748,14,0.11919396038231608,0.4713326203668662
399,Health,UK,56541.49528374236,100734.97576483883,52487.20795278733,98,424703.1347597515,6,0.19130121939942096,0.6777454434163005
400,Energy,UK,111180.26321665682,,50832.132044435006,81,177563.08722052985,8,0.20330485866895603,0.4263757202147188
401,Finance,UK,26978.247458814487,26156.510614822146,41339.149359952964,256,430371.37048902386,5,0.06725887667793556,0.5331395782334047
402,Tech,India,44369.71799183874,67642.4924787226,52121.850465672775,138,270185.953283842,8,0.20070944933128057,0.4636580192901361
403,Energy,India,60031.3286955049,99849.8156724608,43439.83898495282,221,280584.10017397744,2,0.1616554928304346,0.5637410649913845
404,Energy,USA,61297.25228651328,,46740.13867608736,105,148799.18630536456,15,0.08845567138840774,0.3952860860344206
405,Energy,India,47808.90815829675,89110.15780296469,70081.42508358245,84,263616.4226097846,12,0.0566068153583901,0.5030368270859293
406,Energy,USA,81750.31697922945,31129.86562523777,66085.53262148418,63,216815.47751784924,17,0.16608762084330278,0.38770974484786913
407,Tech,India,35108.19244842423,20887.655133108987,34405.025156868825,63,251388.2923701222,1,0.24026942569158122,0.3293335677742896
408,Retail,India,55759.90030427299,120668.2340202209,59956.78901455009,227,289015.12273688964,15,0.152486570154457,0.5699893835302083
409,Health,India,63585.95018325851,40392.204875043426,59736.7586538991,25,376623.3291578324,14,0.08455554054156343,0.5450924897708159
410,Energy,USA,77436.95628672803,42171.5115426923,36220.84053496858,108,316608.2681120501,16,0.01923843990444013,0.5069199987568349
411,Health,Germany,85460.31875327033,108761.91270966173,59825.33172505833,29,324614.13227208913,9,0.2570643592822026,0.6601877952125167
412,Health,USA,34121.36320569387,68441.73002315452,68455.18302095063,55,212358.44889235502,1,0.22292954272238336,0.4069034978380765
413,Energy,Germany,27804.215215242937,64442.75976383138,36529.462325067034,202,229539.6728317816,17,0.1711453794140121,0.40565890096629925
414,Retail,UK,113418.3428757256,179692.33311372765,38989.96614782883,67,443898.00146810495,13,0.25345957770858224,0.9670133631405363
415,Health,UK,70696.90016319085,33319.199179788346,62211.93760212203,120,241183.91721894027,5,0.1656743369827516,0.40025542654282037
416,Finance,USA,41182.00762087931,85536.98006941286,53257.943729907776,138,432496.66016458365,10,,0.6344114356673952
417,Health,Germany,130037.2189089175,,56617.715302874276,203,280555.10408953065,6,,0.5764131544534221
418,Energy,Germany,63439.204520531,57592.94562053361,,17,300183.03489148035,19,0.09191920266125458,0.5233309105029632
419,Tech,Germany,107974.30833628553,122648.89691059288,54688.35105113773,38,385629.2128183944,13,0.08030465275027733,0.7745357228314047
420,Health,UK,61929.9533526662,66482.99327915524,,121,401751.3937550925,1,0.2040124976725088,0.6070404084879307
421,Retail,USA,167774.1422381694,67709.22059129641,62567.81247945738,170,291134.995177673,15,0.20990311372948575,0.6448222592711882
422,Finance,Japan,,,64035.07990913328,140,268940.5557182769,14,0.060838320365881327,0.6515831514478579
423,Finance,Germany,52866.11824369995,39380.591101432015,47247.31107118366,197,295526.36411822296,8,0.06342416222907005,0.4211436827817205
424,Tech,Germany,,29627.972163423197,49478.27660223365,172,327036.60225856944,10,0.11884652144568919,0.4673515387911374
425,Tech,Japan,82676.27625907859,26189.516696441882,31626.709969331336,206,371304.29494958045,9,0.1002086616774236,0.5313808704633187
426,Health,USA,118695.39431194606,15065.852624939467,56171.05707221402,213,300338.3887195321,17,0.18335421342157582,0.49321293089526347
427,Energy,Germany,36958.03170896413,168337.1812037369,56864.68930056973,221,349510.90384185227,9,0.15336348864359128,0.7297015668159956
428,Retail,USA,84374.94109145332,25287.740209404288,49253.70779600827,118,431068.77858167526,3,0.2315434380345624,0.5727027005320388
429,Finance,Germany,101642.01310082979,,63492.240318446035,285,330504.7689811828,11,0.17220804076637883,0.557528835528819
430,Tech,India,24850.428051488798,41519.2319795633,,82,324932.22848038224,12,0.10487962192298256,0.4570221970560997
431,Retail,Germany,33135.83962320011,58949.94769486396,56775.2711107232,176,178487.13399279458,10,0.01762097966794879,0.36053926380428286
432,Energy,India,21598.60290205458,79972.83772163239,37764.02793569461,269,89541.58905367492,17,0.16256191889940239,0.3273566354013631
433,Finance,USA,,82148.51881192149,,252,331070.0583384135,17,,0.5516009721961911
434,Finance,Germany,85713.97223671703,34549.678951242146,47907.74890516597,284,292414.0614975302,11,0.10401313341554147,0.4980973278558292
435,Energy,UK,126903.02943680806,44343.74638091607,52703.6950644913,111,258817.38600682066,4,0.09947912553323271,0.5113031926281051
436,Finance,UK,62133.92345643916,58078.33433561819,45565.6768539997,182,319482.4163349076,7,0.11441010195815979,0.4781923628938221
437,Energy,Japan,135172.6018188019,,48422.32885193999,180,295167.7016642473,14,0.057877601805119944,0.6154777583576847
438,Finance,UK,30029.913210878218,128592.95996337311,59912.56605729808,150,390222.4200507119,7,0.09923063743230351,0.7011348088298979
439,Health,India,25547.858608586044,65813.80982042603,44758.82915314139,197,306888.86946071824,8,0.23021332049162602,0.42655021319337816
440,Energy,UK,58234.08705793108,76185.51803891979,30721.07479113585,95,240246.1371943866,1,0.2300203941302453,0.48119680990072
441,Retail,UK,72550.10636979151,72964.53361640504,70995.00685046506,61,379213.29911674315,4,0.25727498428261797,0.6111231929424646
442,Health,UK,58903.31359005618,,66577.44894428583,120,282629.5140043038,12,0.1507102568020642,0.5771575767411988
443,Retail,Germany,21296.093901621738,54644.996563455345,34492.84765873258,52,342122.93469378457,3,0.16898533902287724,0.4997166596653956
444,Finance,Japan,,,58276.49366294233,220,261807.14350457597,13,0.23124279923855606,0.36914295740312614
445,Retail,USA,31187.26912770426,62305.985216481546,43964.30275338388,209,248013.84916020508,6,0.04705373301440177,0.3996503169423746
446,Health,Japan,83686.77794581602,33162.86032176931,53161.846583972714,249,306733.4584148557,11,0.20639399546925907,0.4872192307703229
447,Energy,India,,35697.287730648386,53530.68954816192,124,301026.2914834948,4,0.24116413063769587,0.4508229102634297
448,Tech,Germany,37423.7237375143,69690.43882680172,47187.10639620414,35,338386.16282934666,16,0.08777277717736631,0.4619426579531427
449,Retail,Germany,46307.839311798256,103050.02643661297,40594.812012963244,86,278508.3397352206,7,0.24678474019225616,0.543823682333602
450,Tech,UK,35256.07871029601,49650.46058375333,41713.507372204884,146,153091.21729836822,11,0.2940401256211108,0.3418088912147791
451,Retail,UK,58026.81158158938,59000.4179971005,39005.697014225094,29,265378.0893129289,1,0.204449266935758,0.46693417710615515
452,Retail,India,96526.33583012586,136125.01450355892,40018.13350123466,220,363505.4773715052,7,0.19161530580620864,0.7703248198325069
453,Energy,Germany,36575.61267090466,56638.93400702995,49193.86051940774,249,276209.9136605515,12,0.07161567656095189,0.4487293420279431
454,Finance,USA,77035.62512176702,233516.9322632963,41410.88013067098,48,280289.32779883617,7,0.2248442750328647,0.8362790519404727
